Date,Open,High,Low,Close,Adj Close,Volume
2019-02-21,275.899994,276.750000,274.200012,275.049988,256.681702,6995026
2019-02-22,275.600006,275.950012,273.100006,274.299988,255.981796,8763445
2019-02-25,274.500000,277.149994,273.000000,276.700012,258.221558,30047503
2019-02-26,274.950012,277.000000,274.049988,275.500000,257.101685,11779606
2019-02-27,276.000000,278.899994,273.899994,275.100006,256.728394,13128412
2019-02-28,277.299988,277.299988,274.250000,276.049988,257.614929,43208896
2019-03-01,276.450012,279.000000,276.250000,278.200012,259.621368,8830848
2019-03-05,280.000000,284.000000,276.049988,282.549988,263.680847,13580306
2019-03-06,285.000000,289.200012,284.750000,285.750000,266.667145,20045621
2019-03-07,286.700012,291.000000,285.850006,290.100006,270.726654,14287507
2019-03-08,290.299988,293.000000,288.399994,292.000000,272.499786,12681454
2019-03-11,293.000000,294.899994,291.100006,292.950012,273.386353,14720968
2019-03-12,294.000000,295.649994,293.149994,294.500000,274.832825,14142103
2019-03-13,295.000000,297.000000,294.149994,294.899994,275.206085,11070294
2019-03-14,295.399994,296.000000,290.450012,295.500000,275.766022,10113962
2019-03-15,295.950012,296.549988,289.350006,290.799988,271.379913,21395473
2019-03-18,292.000000,294.200012,291.299988,293.549988,273.946259,9166882
2019-03-19,294.600006,300.000000,293.350006,299.450012,279.452271,15756420
2019-03-20,300.000000,301.950012,296.600006,298.899994,278.938965,15619922
2019-03-22,300.000000,300.000000,296.549988,298.200012,278.285736,8067384
2019-03-25,297.000000,297.000000,293.200012,295.049988,275.346069,8015871
2019-03-26,295.000000,296.350006,291.049988,293.399994,273.806244,10763629
2019-03-27,294.000000,296.700012,291.600006,293.100006,273.526306,8432517
2019-03-28,294.100006,302.000000,293.000000,300.000000,279.965515,17752380
2019-04-01,297.000000,299.200012,296.549988,297.250000,277.399170,6203276
2019-04-02,297.399994,300.000000,294.649994,297.899994,278.005768,9849417
2019-04-03,298.000000,299.000000,295.149994,296.149994,276.372620,9064767
2019-04-04,296.000000,297.299988,293.750000,294.799988,275.112762,6965053
2019-04-05,295.049988,296.399994,292.649994,294.549988,274.879456,7806991
2019-04-08,294.649994,295.000000,291.700012,292.750000,273.199677,5288853
2019-04-09,292.500000,296.700012,292.250000,296.299988,276.512604,6175672
2019-04-10,296.049988,296.549988,293.500000,294.700012,275.019470,5334642
2019-04-11,294.549988,297.450012,293.000000,296.399994,276.605927,10764968
2019-04-12,296.649994,307.399994,295.600006,305.750000,285.331543,21818291
2019-04-15,307.899994,310.000000,304.350006,305.500000,285.098206,12612414
2019-04-16,306.799988,309.950012,306.149994,307.200012,286.684692,9746168
2019-04-18,308.250000,308.250000,303.549988,304.399994,284.071655,8838122
2019-04-22,303.850006,305.500000,301.049988,301.799988,281.645294,6672456
2019-04-23,302.149994,304.799988,301.549988,303.399994,283.138458,7496038
2019-04-24,303.399994,307.200012,298.500000,306.450012,285.984772,11447878
2019-04-25,307.250000,309.799988,302.000000,304.149994,283.838379,23240675
2019-04-26,304.600006,306.399994,302.549988,304.549988,284.211670,4654775
2019-04-30,304.549988,307.549988,299.500000,301.350006,281.225372,11163210
2019-05-02,301.100006,306.500000,300.600006,305.000000,284.631592,7493271
2019-05-03,304.250000,307.450012,303.299988,304.250000,283.931671,5885895
2019-05-06,304.000000,307.500000,300.750000,307.000000,286.498047,6737627
2019-05-07,308.250000,309.500000,300.850006,301.899994,281.738617,8655871
2019-05-08,300.000000,303.399994,298.649994,300.649994,280.572113,7876031
2019-05-09,299.399994,301.299988,296.350006,299.850006,279.825562,10223616
2019-05-10,300.000000,300.450012,296.899994,297.750000,277.865784,6904657
2019-05-13,295.100006,303.500000,287.700012,289.299988,269.980072,35880558
2019-05-14,291.000000,298.250000,288.850006,294.350006,274.692841,21145245
2019-05-15,297.549988,299.299988,292.000000,297.049988,277.212494,17894032
2019-05-16,297.000000,297.000000,293.250000,294.750000,275.066132,7354375
2019-05-17,295.100006,302.350006,295.100006,301.399994,281.272034,11194900
2019-05-20,306.850006,307.549988,302.100006,307.000000,286.498047,11013451
2019-05-21,307.000000,310.000000,305.299988,305.899994,285.471497,10518883
2019-05-22,302.149994,302.799988,296.799988,299.750000,285.091064,13737694
2019-05-23,305.000000,305.600006,287.000000,288.200012,274.105927,31380501
2019-05-24,291.500000,291.649994,287.299988,290.450012,276.245880,10879657
2019-05-27,291.250000,293.549988,289.049988,290.850006,276.626312,9024193
2019-05-28,291.799988,292.000000,288.100006,288.899994,274.771667,15598601
2019-05-29,288.799988,291.700012,287.600006,288.100006,274.010803,7255516
2019-05-30,289.000000,291.049988,288.299988,288.649994,274.533875,8656311
2019-05-31,289.350006,291.500000,277.450012,278.549988,264.927826,26281811
2019-06-03,281.399994,281.500000,275.299988,278.549988,264.927826,19569620
2019-06-04,279.250000,282.149994,278.799988,279.250000,265.593597,13850737
2019-06-06,280.399994,280.399994,275.299988,275.750000,262.264740,10660963
2019-06-07,276.799988,276.799988,274.200012,275.250000,261.789215,7699206
2019-06-10,278.299988,280.549988,276.899994,279.399994,265.736237,8615348
2019-06-11,280.899994,281.399994,279.200012,279.850006,266.164246,8461371
2019-06-12,281.399994,281.399994,278.250000,279.950012,266.259369,8247867
2019-06-13,278.899994,281.350006,278.549988,280.600006,266.877563,7198584
2019-06-14,280.500000,280.500000,277.149994,278.049988,264.452271,7908039
2019-06-17,278.850006,278.850006,274.450012,275.000000,261.551422,10013278
2019-06-18,276.149994,277.850006,274.000000,275.100006,261.646545,13845733
2019-06-19,275.700012,278.899994,275.600006,277.200012,263.643860,9046515
2019-06-20,277.000000,277.950012,275.350006,277.000000,263.453613,10566110
2019-06-21,276.649994,276.649994,273.250000,274.250000,260.838104,18595809
2019-06-24,274.250000,277.500000,274.250000,276.250000,262.740295,8935066
2019-06-25,275.049988,280.000000,274.250000,278.500000,264.880280,12379897
2019-06-26,278.450012,278.700012,276.350006,277.399994,263.834045,7421269
2019-06-27,277.950012,278.200012,272.799988,273.500000,260.124786,23308215
2019-06-28,274.100006,275.450012,272.500000,273.850006,260.457672,8449727
2019-07-01,274.399994,276.250000,274.149994,274.950012,261.503876,5042447
2019-07-02,275.350006,275.649994,273.200012,273.850006,260.457672,9976439
2019-07-03,274.299988,277.549988,272.149994,276.700012,263.168304,18120809
2019-07-04,277.450012,278.250000,275.200012,277.649994,264.071838,9697597
2019-07-05,277.649994,281.850006,268.000000,279.450012,265.783813,37047327
2019-07-08,280.149994,282.899994,275.799988,277.450012,263.881622,12169249
2019-07-09,276.950012,277.549988,272.149994,273.100006,259.744354,7706490
2019-07-10,273.549988,275.250000,270.750000,273.149994,259.791901,8162744
2019-07-11,274.000000,276.899994,273.600006,275.649994,262.169647,8403695
2019-07-12,275.399994,276.450012,273.100006,275.049988,261.598969,10468936
2019-07-15,275.000000,275.600006,270.549988,270.950012,257.699493,8536705
2019-07-16,271.000000,272.750000,270.600006,271.950012,258.650604,6357525
2019-07-17,272.450012,273.149994,270.700012,272.899994,259.554138,6294203
2019-07-18,272.950012,275.100006,272.299988,273.000000,259.649231,9096757
2019-07-19,274.100006,274.250000,268.000000,268.299988,255.179077,7986847
2019-07-22,268.000000,268.200012,264.000000,264.399994,251.469803,13516960
2019-07-23,265.500000,271.700012,265.000000,270.649994,257.414154,14396986
2019-07-24,270.299988,273.350006,267.899994,270.850006,257.604401,12072603
2019-07-25,271.000000,272.500000,266.899994,267.850006,254.751099,17669912
2019-07-26,268.750000,271.000000,266.899994,270.399994,257.176392,4788040
2019-07-29,270.000000,271.149994,266.500000,267.750000,254.655991,5525308
2019-07-30,268.000000,270.100006,266.549988,268.899994,255.749741,13233351
2019-07-31,268.600006,271.100006,266.000000,270.200012,256.986176,13649764
2019-08-01,270.450012,270.700012,266.500000,267.549988,254.465759,5925611
2019-08-02,267.200012,267.200012,263.100006,264.500000,251.564926,8890911
2019-08-05,264.399994,264.500000,257.649994,259.799988,247.094757,11556743
2019-08-06,258.750000,261.500000,258.149994,258.899994,246.238785,9408544
2019-08-07,259.049988,259.350006,253.100006,253.649994,241.245529,8489812
2019-08-08,255.000000,258.700012,253.000000,257.750000,245.145020,6370866
2019-08-09,258.850006,258.850006,253.500000,254.199997,241.768631,9927337
2019-08-13,253.800003,254.000000,244.000000,246.300003,234.254974,20992894
2019-08-14,246.300003,253.600006,244.050003,248.750000,236.585159,13809031
2019-08-16,248.750000,253.399994,247.399994,253.000000,240.627319,10337358
2019-08-19,253.500000,257.299988,250.949997,251.550003,239.248230,12524627
2019-08-20,251.600006,251.949997,245.449997,246.500000,234.445190,15000271
2019-08-21,246.699997,246.899994,240.850006,241.449997,229.642151,14736226
2019-08-22,242.199997,246.000000,239.000000,240.050003,228.310623,10513066
2019-08-23,239.000000,239.449997,234.649994,236.100006,224.553802,16440329
2019-08-26,240.699997,243.449997,234.949997,242.500000,230.640808,12857092
2019-08-27,243.949997,246.300003,242.699997,245.500000,233.494095,14529777
2019-08-28,246.149994,247.649994,243.100006,245.949997,233.922089,8894489
2019-08-29,243.949997,245.449997,240.149994,241.199997,229.404373,11105245
2019-08-30,242.750000,247.199997,239.050003,245.649994,233.636749,11772247
2019-09-03,244.449997,244.449997,240.649994,241.550003,229.737274,9546229
2019-09-04,241.600006,244.550003,241.300003,243.250000,231.354126,7032392
2019-09-05,242.000000,246.899994,242.000000,244.250000,232.305222,8451611
2019-09-06,244.300003,245.850006,243.250000,243.899994,231.972336,8704669
2019-09-09,244.649994,246.500000,243.199997,245.500000,233.494095,9085228
2019-09-11,244.600006,245.449997,243.000000,243.750000,231.829681,8968683
2019-09-12,244.300003,245.000000,240.000000,240.750000,228.976395,8083759
2019-09-13,241.000000,242.449997,238.600006,239.899994,228.167953,14031943
2019-09-16,239.500000,240.850006,238.300003,239.399994,227.692398,7084644
2019-09-17,239.800003,240.100006,236.800003,237.199997,225.599991,10672279
2019-09-18,237.699997,242.300003,234.050003,239.250000,227.549744,19956339
2019-09-19,239.949997,239.949997,236.100006,236.699997,225.124451,8483309
2019-09-20,237.000000,248.500000,234.300003,238.050003,226.408432,63568127
2019-09-23,250.000000,260.500000,249.899994,254.850006,242.386856,52040316
2019-09-24,255.000000,258.000000,253.800003,256.000000,243.480606,17167257
2019-09-25,255.100006,256.250000,242.699997,247.550003,235.443848,20597095
2019-09-26,247.300003,251.399994,246.250000,250.399994,238.154465,17847616
2019-09-27,250.000000,258.000000,250.000000,252.949997,240.579758,17535666
2019-09-30,254.750000,260.799988,249.399994,259.850006,247.142334,20588289
2019-10-01,259.100006,262.450012,255.000000,255.899994,243.385498,15440899
2019-10-03,257.700012,262.149994,256.049988,261.649994,248.854294,12356337
2019-10-04,263.000000,263.899994,255.199997,257.250000,244.669479,18085064
2019-10-07,257.500000,258.000000,250.699997,251.899994,239.581100,21263568
2019-10-09,251.300003,252.199997,246.300003,247.100006,235.015854,21503869
2019-10-10,247.000000,247.649994,242.649994,243.199997,231.306580,24294966
2019-10-11,243.199997,246.199997,241.100006,243.949997,232.019897,25072193
2019-10-14,245.449997,246.399994,243.000000,244.100006,232.162567,14713799
2019-10-15,245.050003,249.199997,245.050003,247.600006,235.491409,9989191
2019-10-16,247.399994,247.600006,242.149994,243.649994,231.734558,16063295
2019-10-17,244.000000,246.699997,243.850006,245.850006,233.826981,13649598
2019-10-18,246.000000,247.800003,245.100006,246.500000,234.445190,12833554
2019-10-22,245.000000,251.100006,244.949997,248.899994,236.727814,18275636
2019-10-23,250.399994,251.949997,249.050003,251.050003,238.772690,12831461
2019-10-24,252.600006,254.000000,247.949997,249.050003,236.870483,16791340
2019-10-25,256.899994,257.200012,247.000000,247.699997,235.586502,32591192
2019-10-27,null,null,null,null,null,null
2019-10-29,250.949997,255.100006,249.550003,253.250000,240.865097,11937562
2019-10-30,256.000000,264.000000,254.300003,259.399994,246.714325,34291157
2019-10-31,260.000000,262.850006,256.200012,257.649994,245.049911,16654994
2019-11-01,259.350006,263.000000,258.750000,261.299988,248.521408,12571588
2019-11-04,262.950012,264.950012,260.049988,260.750000,247.998306,7895272
2019-11-05,261.000000,264.000000,258.600006,262.899994,250.043167,10278362
2019-11-06,262.950012,263.799988,260.000000,261.350006,248.568970,8857419
2019-11-07,262.899994,266.299988,262.000000,265.850006,252.848907,14782434
2019-11-08,264.850006,265.450012,260.000000,260.500000,247.760544,11899353
2019-11-11,260.600006,262.350006,258.799988,259.450012,246.761902,7245151
2019-11-13,258.899994,259.250000,253.149994,253.850006,241.435760,10269356
2019-11-14,254.100006,255.899994,253.250000,253.899994,241.483292,8880734
2019-11-15,254.250000,255.750000,250.000000,250.649994,238.392242,16741465
2019-11-18,251.449997,252.250000,248.750000,250.750000,238.487350,7864919
2019-11-19,251.750000,251.800003,248.800003,249.300003,237.108261,12152981
2019-11-20,249.300003,251.300003,246.699997,250.699997,238.439789,9978073
2019-11-21,251.399994,251.399994,245.050003,245.699997,233.684311,10393219
2019-11-22,247.149994,252.649994,246.649994,247.649994,235.538940,16370384
2019-11-25,247.750000,248.399994,246.250000,247.750000,235.634064,10586688
2019-11-26,248.649994,250.399994,247.699997,249.149994,236.965591,19778030
2019-11-27,249.750000,250.050003,246.600006,246.949997,234.873184,8841620
2019-11-28,247.300003,247.949997,245.649994,246.699997,234.635406,10992718
2019-11-29,246.750000,247.399994,245.000000,246.399994,234.350082,9807979
2019-12-02,246.000000,246.899994,244.550003,244.949997,232.970993,9972664
2019-12-03,244.949997,245.800003,242.649994,244.050003,232.115005,8129241
2019-12-04,243.500000,244.050003,242.000000,243.149994,231.259018,11946661
2019-12-05,243.149994,247.500000,243.100006,246.949997,234.873184,11265857
2019-12-06,247.000000,247.149994,242.500000,243.350006,231.449249,10374270
2019-12-09,243.000000,243.300003,241.000000,241.449997,229.642151,6722758
2019-12-10,241.600006,241.699997,235.000000,235.600006,224.078247,15380232
2019-12-11,235.600006,238.800003,235.600006,237.600006,225.980438,13799825
2019-12-12,238.050003,240.199997,237.600006,238.550003,226.883987,10307052
2019-12-13,240.000000,242.500000,239.199997,241.600006,229.784821,8205457
2019-12-16,243.000000,243.399994,236.350006,236.899994,225.314667,12014269
2019-12-17,237.500000,241.699997,237.500000,241.050003,229.261719,15921196
2019-12-18,240.600006,247.350006,239.750000,245.149994,233.161209,17134732
2019-12-19,246.050003,247.899994,243.250000,244.350006,232.400345,9339714
2019-12-20,244.350006,245.100006,240.149994,241.149994,229.356827,13958336
2019-12-23,242.000000,242.800003,238.649994,238.899994,227.216858,19082124
2019-12-24,239.000000,240.199997,238.199997,238.750000,227.074203,7896150
2019-12-26,238.899994,239.399994,236.350006,236.800003,225.219559,14460325
2019-12-27,237.500000,238.449997,236.449997,236.899994,225.314667,8712539
2019-12-30,238.000000,240.899994,237.500000,238.199997,226.551086,13173134
